Req. Creation Date,Creation Time,Req. Creation Date - Year Week ISO,Request - ID,Request - Priority Description,Historical Status - Status From,Historical Status - Status To,Historical Status - Change Date,Historical Status - Change Time,Macro Area - Name,Request - Resource Assigned To - GROUP SAP MD,Macro Area (SAP) - MA Area,Request - User Name,Request - Resource Assigned To - Name,Req. Type - Description EN,Req. Status - Description,Req. Closing Date,Request - Text Request,Request - Text Answer,Request - Category,Request - Subject description
2025-03-10,21:30:15,202511,A3220588L,P3 - Normal,Work in progress,Solved,2025-03-20,143442,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-25,"WARNING: EXTERNAL EMAIL_x000D_
Boa tarde.Temos as seguintes transferências de lentes de contacto que nunca apareceram no Fiori, (desde 18.11.2025 - já pedidas por diversas vezes) para darmos entrada no nosso stock:Supplier/Delivery noteDataPOLentes QTD emfaltaGraduaçãoALCON374479000102.03.20254559073665Air Optix Night&Day 61-4.00374479000102.03.20254559073665Air Optix Night&Day 61-5.00373963010126.02.20254558879692Dailies Total1 Sph 301-4.25373963010126.02.20254558879692Dailies Total1 Sph 301-4.50373828150125.02.20254558827881Dailies Total1 Sph 301-5.50373828150125.02.20254558827881Dailies Total1 Toric 301-5.25 -0.75x60º367607950110.01.20254556444756Total30 MF Add MED 6pk1-2.75367607950110.01.20254556444756Total30 MF Add MED 6pk1-3.50366231150129.12.20244555898602Air Optix Hydraglyde 6pk1-2.25BAUSCH&LOMB128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x110º128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x180º977320507.01.20254556290371Purevision 2 6pk1-2.75JOHNSON&JOHNSON403711993427.02.202545589720641 Day Acuvue Moist 301-9.00403711993427.02.202545589720641 Day Acuvue Moist 301-12.00403637396007.01.202545563095371 Day Acuvue Moist 301-9.00403637396007.01.202545563095371 Day Acuvue Moist 301-12.00CLEARLABDO24-3371703.12.2024ClearColors 55 Turquoise FL304N 2pk1-1.50COOPERVISIONCO2501020517502.01.20256018884097iWear Oxygen sph 61-1.00CO2501020517502.01.20256018884097iWear Oxygen sph 61-1.25CO2501020517502.01.20256018884097iWear Harmony1-0.50CO2501020517502.01.20256018884097iWear Harmony1-0.75CO2501030074403.01.20254556070158iWear Vivid1-3.50CO2501030074403.01.20254556070158iWear Vivid1-6.00CO2503030100603.03.20254559027802iWear Activ1-1.50CO2503030100603.03.20254559066348iWear Vivid1-3.50CO2503030100603.03.20254559066348iWear Vivid1-6.00CO2503030100603.03.20254559073746iWear Harmony1-2.75CO2503030100603.03.20254559073746iWear Harmony Ast1-2.75 -0.75x180ºCO2503030100603.03.20256019825907iWear Oxygen sph 61-2.50CO2503030100603.03.20256019825907iWear Vivid1-2.00CO2503030100603.03.20256019825907iWear Harmony1-2.25CO2503040373604.03.20254559019291iWear Oxygen Astigmatism 3pk1-1.00 -0.75x170ºCO2501070466307.01.20254556150250iWear Harmony Ast3-2.00 -0.75x120ºCO2501070466307.01.20254556150250iWear Harmony3-2.00CO2501070466307.01.20256018930431iWear Vivid1-3.00CO2501070466307.01.20256018930431iWear Activ1-1.00CO2501070466307.01.20256018930431iWear Activ1-1.75CO2501070466307.01.20256018930431iWear Activ1-2.25CO2501070466307.01.20256018930431i","We have checked & found that the POs for which POH is created that POs are appearing in shipment log confirmation tab in FIORI, please check the screenshot for reference & it is working as expected.",Toolkit - LPA,SCM_FIORII_XX_GVS_K334 : no Fiori Contact lens transfers that were never submitted to Fiori
2025-03-10,21:30:15,202511,A3220588L,P3 - Normal,Work in progress,Suspended,2025-03-17,192606,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-25,"WARNING: EXTERNAL EMAIL_x000D_
Boa tarde.Temos as seguintes transferências de lentes de contacto que nunca apareceram no Fiori, (desde 18.11.2025 - já pedidas por diversas vezes) para darmos entrada no nosso stock:Supplier/Delivery noteDataPOLentes QTD emfaltaGraduaçãoALCON374479000102.03.20254559073665Air Optix Night&Day 61-4.00374479000102.03.20254559073665Air Optix Night&Day 61-5.00373963010126.02.20254558879692Dailies Total1 Sph 301-4.25373963010126.02.20254558879692Dailies Total1 Sph 301-4.50373828150125.02.20254558827881Dailies Total1 Sph 301-5.50373828150125.02.20254558827881Dailies Total1 Toric 301-5.25 -0.75x60º367607950110.01.20254556444756Total30 MF Add MED 6pk1-2.75367607950110.01.20254556444756Total30 MF Add MED 6pk1-3.50366231150129.12.20244555898602Air Optix Hydraglyde 6pk1-2.25BAUSCH&LOMB128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x110º128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x180º977320507.01.20254556290371Purevision 2 6pk1-2.75JOHNSON&JOHNSON403711993427.02.202545589720641 Day Acuvue Moist 301-9.00403711993427.02.202545589720641 Day Acuvue Moist 301-12.00403637396007.01.202545563095371 Day Acuvue Moist 301-9.00403637396007.01.202545563095371 Day Acuvue Moist 301-12.00CLEARLABDO24-3371703.12.2024ClearColors 55 Turquoise FL304N 2pk1-1.50COOPERVISIONCO2501020517502.01.20256018884097iWear Oxygen sph 61-1.00CO2501020517502.01.20256018884097iWear Oxygen sph 61-1.25CO2501020517502.01.20256018884097iWear Harmony1-0.50CO2501020517502.01.20256018884097iWear Harmony1-0.75CO2501030074403.01.20254556070158iWear Vivid1-3.50CO2501030074403.01.20254556070158iWear Vivid1-6.00CO2503030100603.03.20254559027802iWear Activ1-1.50CO2503030100603.03.20254559066348iWear Vivid1-3.50CO2503030100603.03.20254559066348iWear Vivid1-6.00CO2503030100603.03.20254559073746iWear Harmony1-2.75CO2503030100603.03.20254559073746iWear Harmony Ast1-2.75 -0.75x180ºCO2503030100603.03.20256019825907iWear Oxygen sph 61-2.50CO2503030100603.03.20256019825907iWear Vivid1-2.00CO2503030100603.03.20256019825907iWear Harmony1-2.25CO2503040373604.03.20254559019291iWear Oxygen Astigmatism 3pk1-1.00 -0.75x170ºCO2501070466307.01.20254556150250iWear Harmony Ast3-2.00 -0.75x120ºCO2501070466307.01.20254556150250iWear Harmony3-2.00CO2501070466307.01.20256018930431iWear Vivid1-3.00CO2501070466307.01.20256018930431iWear Activ1-1.00CO2501070466307.01.20256018930431iWear Activ1-1.75CO2501070466307.01.20256018930431iWear Activ1-2.25CO2501070466307.01.20256018930431i","We have checked & found that the POs for which POH is created that POs are appearing in shipment log confirmation tab in FIORI, please check the screenshot for reference & it is working as expected.",Toolkit - LPA,SCM_FIORII_XX_GVS_K334 : no Fiori Contact lens transfers that were never submitted to Fiori
2025-03-11,06:43:30,202511,A3221407L,P4 - Low,Forwarded,Work in progress,2025-03-11,142922,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,OCHOCO BITANGCOR JOHN CARLO,Menon Nivhin,Incident,Closed,2025-03-16,"Dear IT Colleagues,..Requesting for your support in resolving the system replication issue related on the changes that I made in MDG that did not reflect in SAP.. Thanks!..These are the following vendors affected and the related CRs...Vendor CodeMDGCR42148910009842149010010042149310010142151110010342151910010642158610011442158910011742166310012142168499353....Error Log states that:","Issue: User listed out vendors that have not been successfully replicated, also noted that the error is due to BP role validity not able to be updated.....Analysis: The errors for all nine BP's are due to mismatch in BP role validity dates. These BP's are utilised in REM contracts and their BP role validity cannot be changed in. FMS.....Resolution: The user needs to align the BP role validity dates in MDG to match that is on FMS. Then the replication will be successful.",,FIN_FINMDG_XX_XXX_XXXX - BP Replication problem between MDG and RP1
2025-03-11,06:43:30,202511,A3221407L,P4 - Low,Solved,Closed,2025-03-16,171002,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,OCHOCO BITANGCOR JOHN CARLO,Menon Nivhin,Incident,Closed,2025-03-16,"Dear IT Colleagues,..Requesting for your support in resolving the system replication issue related on the changes that I made in MDG that did not reflect in SAP.. Thanks!..These are the following vendors affected and the related CRs...Vendor CodeMDGCR42148910009842149010010042149310010142151110010342151910010642158610011442158910011742166310012142168499353....Error Log states that:","Issue: User listed out vendors that have not been successfully replicated, also noted that the error is due to BP role validity not able to be updated.....Analysis: The errors for all nine BP's are due to mismatch in BP role validity dates. These BP's are utilised in REM contracts and their BP role validity cannot be changed in. FMS.....Resolution: The user needs to align the BP role validity dates in MDG to match that is on FMS. Then the replication will be successful.",,FIN_FINMDG_XX_XXX_XXXX - BP Replication problem between MDG and RP1
2025-03-11,06:43:30,202511,A3221407L,P4 - Low,To be defined,Work in progress,2025-03-11,85017,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,OCHOCO BITANGCOR JOHN CARLO,Menon Nivhin,Incident,Closed,2025-03-16,"Dear IT Colleagues,..Requesting for your support in resolving the system replication issue related on the changes that I made in MDG that did not reflect in SAP.. Thanks!..These are the following vendors affected and the related CRs...Vendor CodeMDGCR42148910009842149010010042149310010142151110010342151910010642158610011442158910011742166310012142168499353....Error Log states that:","Issue: User listed out vendors that have not been successfully replicated, also noted that the error is due to BP role validity not able to be updated.....Analysis: The errors for all nine BP's are due to mismatch in BP role validity dates. These BP's are utilised in REM contracts and their BP role validity cannot be changed in. FMS.....Resolution: The user needs to align the BP role validity dates in MDG to match that is on FMS. Then the replication will be successful.",,FIN_FINMDG_XX_XXX_XXXX - BP Replication problem between MDG and RP1
2025-03-11,06:43:30,202511,A3221407L,P4 - Low,Work in progress,Forwarded,2025-03-11,85652,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,OCHOCO BITANGCOR JOHN CARLO,Menon Nivhin,Incident,Closed,2025-03-16,"Dear IT Colleagues,..Requesting for your support in resolving the system replication issue related on the changes that I made in MDG that did not reflect in SAP.. Thanks!..These are the following vendors affected and the related CRs...Vendor CodeMDGCR42148910009842149010010042149310010142151110010342151910010642158610011442158910011742166310012142168499353....Error Log states that:","Issue: User listed out vendors that have not been successfully replicated, also noted that the error is due to BP role validity not able to be updated.....Analysis: The errors for all nine BP's are due to mismatch in BP role validity dates. These BP's are utilised in REM contracts and their BP role validity cannot be changed in. FMS.....Resolution: The user needs to align the BP role validity dates in MDG to match that is on FMS. Then the replication will be successful.",,FIN_FINMDG_XX_XXX_XXXX - BP Replication problem between MDG and RP1
2025-03-11,06:43:30,202511,A3221407L,P4 - Low,Work in progress,Solved,2025-03-11,170955,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,OCHOCO BITANGCOR JOHN CARLO,Menon Nivhin,Incident,Closed,2025-03-16,"Dear IT Colleagues,..Requesting for your support in resolving the system replication issue related on the changes that I made in MDG that did not reflect in SAP.. Thanks!..These are the following vendors affected and the related CRs...Vendor CodeMDGCR42148910009842149010010042149310010142151110010342151910010642158610011442158910011742166310012142168499353....Error Log states that:","Issue: User listed out vendors that have not been successfully replicated, also noted that the error is due to BP role validity not able to be updated.....Analysis: The errors for all nine BP's are due to mismatch in BP role validity dates. These BP's are utilised in REM contracts and their BP role validity cannot be changed in. FMS.....Resolution: The user needs to align the BP role validity dates in MDG to match that is on FMS. Then the replication will be successful.",,FIN_FINMDG_XX_XXX_XXXX - BP Replication problem between MDG and RP1
2025-03-11,08:54:16,202511,A3221716L,P3 - Normal,Solved,Closed,2025-03-22,153757,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,MAZZER MARCO,Battula Hima Sri,Incident,Closed,2025-03-22,Enter a description of your request: : the exchange rates for 10.03.2025 are missing. Could you please verify if the job/file was not executed correctly in order to load the rates?..System (RP1/ CP1/ MIM) : RP1..Brand : ALL..COUNTRY : Italia..SAP Site # : ALL..SAP User ID : MMazzer1,Issue in the incident:....the exchange rates for 10.03.2025 are missing. Could you please verify if the job/file was not executed correctly in order to load the rates?....Resolution:....Exchange rates got uploaded for 10.03.2025 and also subsequently_ They get uploaded by EOD daily. Business confirmed for closure. Hence closing the incident.,Sap Errors SAP Retail (FMS1) NA,FIN_FIN-AP_XX_XXX_XXXX-Missing exchange rates for 10.03.2025
2025-03-11,08:54:16,202511,A3221716L,P3 - Normal,Suspended,Work in progress,2025-03-17,153436,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,MAZZER MARCO,Battula Hima Sri,Incident,Closed,2025-03-22,Enter a description of your request: : the exchange rates for 10.03.2025 are missing. Could you please verify if the job/file was not executed correctly in order to load the rates?..System (RP1/ CP1/ MIM) : RP1..Brand : ALL..COUNTRY : Italia..SAP Site # : ALL..SAP User ID : MMazzer1,Issue in the incident:....the exchange rates for 10.03.2025 are missing. Could you please verify if the job/file was not executed correctly in order to load the rates?....Resolution:....Exchange rates got uploaded for 10.03.2025 and also subsequently_ They get uploaded by EOD daily. Business confirmed for closure. Hence closing the incident.,Sap Errors SAP Retail (FMS1) NA,FIN_FIN-AP_XX_XXX_XXXX-Missing exchange rates for 10.03.2025
2025-03-11,08:54:16,202511,A3221716L,P3 - Normal,To be defined,Work in progress,2025-03-11,134426,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,MAZZER MARCO,Battula Hima Sri,Incident,Closed,2025-03-22,Enter a description of your request: : the exchange rates for 10.03.2025 are missing. Could you please verify if the job/file was not executed correctly in order to load the rates?..System (RP1/ CP1/ MIM) : RP1..Brand : ALL..COUNTRY : Italia..SAP Site # : ALL..SAP User ID : MMazzer1,Issue in the incident:....the exchange rates for 10.03.2025 are missing. Could you please verify if the job/file was not executed correctly in order to load the rates?....Resolution:....Exchange rates got uploaded for 10.03.2025 and also subsequently_ They get uploaded by EOD daily. Business confirmed for closure. Hence closing the incident.,Sap Errors SAP Retail (FMS1) NA,FIN_FIN-AP_XX_XXX_XXXX-Missing exchange rates for 10.03.2025
2025-03-11,08:54:16,202511,A3221716L,P3 - Normal,Work in progress,Solved,2025-03-17,153700,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,MAZZER MARCO,Battula Hima Sri,Incident,Closed,2025-03-22,Enter a description of your request: : the exchange rates for 10.03.2025 are missing. Could you please verify if the job/file was not executed correctly in order to load the rates?..System (RP1/ CP1/ MIM) : RP1..Brand : ALL..COUNTRY : Italia..SAP Site # : ALL..SAP User ID : MMazzer1,Issue in the incident:....the exchange rates for 10.03.2025 are missing. Could you please verify if the job/file was not executed correctly in order to load the rates?....Resolution:....Exchange rates got uploaded for 10.03.2025 and also subsequently_ They get uploaded by EOD daily. Business confirmed for closure. Hence closing the incident.,Sap Errors SAP Retail (FMS1) NA,FIN_FIN-AP_XX_XXX_XXXX-Missing exchange rates for 10.03.2025
2025-03-11,08:54:16,202511,A3221716L,P3 - Normal,Work in progress,Suspended,2025-03-13,150722,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,MAZZER MARCO,Battula Hima Sri,Incident,Closed,2025-03-22,Enter a description of your request: : the exchange rates for 10.03.2025 are missing. Could you please verify if the job/file was not executed correctly in order to load the rates?..System (RP1/ CP1/ MIM) : RP1..Brand : ALL..COUNTRY : Italia..SAP Site # : ALL..SAP User ID : MMazzer1,Issue in the incident:....the exchange rates for 10.03.2025 are missing. Could you please verify if the job/file was not executed correctly in order to load the rates?....Resolution:....Exchange rates got uploaded for 10.03.2025 and also subsequently_ They get uploaded by EOD daily. Business confirmed for closure. Hence closing the incident.,Sap Errors SAP Retail (FMS1) NA,FIN_FIN-AP_XX_XXX_XXXX-Missing exchange rates for 10.03.2025
2025-03-11,09:12:18,202511,A3221795L,P3 - Normal,Forwarded,Work in progress,2025-03-11,140315,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,PERINATO ISOTTA,Murugesan Venkatesan,Incident,Closed,2025-03-22,"Enter a description of your request: : Hello, the document n. 1137452894 (sales organisation FR01, store P837) cannot be processed on SAP due to an error in account determination. Could you please help me to fix this issue? Thank you, Isotta Perinato_.System (RP1/ CP1/ MIM) : RP1..Brand : -..Country : FR01..SAP User ID : PERINATOI","The changes has been incorporated in the material, hence I am closing this case.",Sap Errors SAP Retail (FMS1) NA,FIN_POSDMX_FR_XXX_P837 : Account determination error in the Store P837
